modelId,downloads,likes,pipeline_tag,lastModified,tags,author,model_name,library_name,created_at,license,license_normalized,is_multilingual,is_quantized,languages,rank
mpoyraz/wav2vec2-xls-r-300m-cv7-turkish,2161023,13,automatic-speech-recognition,2022-03-23 18:28:32+00:00,"['transformers', 'pytorch', 'wav2vec2', 'automatic-speech-recognition', 'hf-asr-leaderboard', 'mozilla-foundation/common_voice_7_0', 'robust-speech-event', 'tr', 'dataset:mozilla-foundation/common_voice_7_0', 'license:cc-by-4.0', 'model-index', 'endpoints_compatible', 'region:us']",mpoyraz,wav2vec2-xls-r-300m-cv7-turkish,transformers,2022-03-02 23:29:05+00:00,cc-by-4.0,CC-BY,False,False,"['ar', 'en', 'de']",136
dmis-lab/biobert-base-cased-v1.1,2127012,19,,2020-10-14 07:02:59+00:00,"['transformers', 'pytorch', 'endpoints_compatible', 'region:us']",dmis-lab,biobert-base-cased-v1.1,transformers,2022-03-02 23:29:05+00:00,unknown,Unknown,False,False,['en'],137
microsoft/table-transformer-detection,2093460,384,object-detection,2023-09-06 14:49:09+00:00,"['transformers', 'pytorch', 'safetensors', 'table-transformer', 'object-detection', 'arxiv:2110.00061', 'license:mit', 'endpoints_compatible', 'deploy:azure', 'region:us']",microsoft,table-transformer-detection,transformers,2022-10-14 09:14:13+00:00,mit,MIT,False,False,"['ar', 'en', 'de']",138
meta-llama/Meta-Llama-3-8B,2075358,6400,text-generation,2024-09-27 15:52:33+00:00,"['transformers', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'pytorch', 'llama-3', 'en', 'license:llama3', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",meta-llama,Meta-Llama-3-8B,transformers,2024-04-17 09:35:16+00:00,llama3,Llama3,False,False,['en'],139
stable-diffusion-v1-5/stable-diffusion-v1-5,2073544,935,text-to-image,2024-09-07 16:20:30+00:00,"['diffusers', 'safetensors', 'stable-diffusion', 'stable-diffusion-diffusers', 'text-to-image', 'arxiv:2207.12598', 'arxiv:2112.10752', 'arxiv:2103.00020', 'arxiv:2205.11487', 'arxiv:1910.09700', 'license:creativeml-openrail-m', 'autotrain_compatible', 'endpoints_compatible', 'diffusers:StableDiffusionPipeline', 'region:us']",stable-diffusion-v1-5,stable-diffusion-v1-5,diffusers,2024-08-30 09:48:48+00:00,creativeml-openrail-m,OpenRAIL,False,False,"['ar', 'en']",140
context-labs/meta-llama-Llama-3.2-3B-Instruct-FP16,2071371,7,text-generation,2025-02-22 04:09:45+00:00,"['transformers', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'pytorch', 'llama-3', 'conversational', 'en', 'de', 'fr', 'it', 'pt', 'hi', 'es', 'th', 'arxiv:2204.05149', 'arxiv:2405.16406', 'license:llama3.2', 'text-generation-inference', 'endpoints_compatible', 'region:us']",context-labs,meta-llama-Llama-3.2-3B-Instruct-FP16,transformers,2025-02-22 01:43:43+00:00,llama3.2,Llama3.2,False,False,"['pt', 'de', 'en', 'es', 'ar', 'fr']",141
charactr/vocos-mel-24khz,2069920,37,,2023-10-17 14:08:53+00:00,"['pytorch', 'arxiv:2306.00814', 'license:mit', 'region:us']",charactr,vocos-mel-24khz,,2023-06-11 16:38:37+00:00,mit,MIT,False,False,"['ar', 'en']",142
nguyenvulebinh/wav2vec2-base-vi,2062641,9,,2023-08-04 05:25:42+00:00,"['transformers', 'pytorch', 'wav2vec2', 'pretraining', 'speech', 'vi', 'dataset:youtube-vi-13k-hours', 'license:cc-by-nc-4.0', 'endpoints_compatible', 'region:us']",nguyenvulebinh,wav2vec2-base-vi,transformers,2022-11-04 12:57:55+00:00,cc-by-nc-4.0,CC-BY,False,False,['en'],143
microsoft/deberta-v3-base,2033864,384,fill-mask,2022-09-22 12:34:19+00:00,"['transformers', 'pytorch', 'tf', 'rust', 'deberta-v2', 'deberta', 'deberta-v3', 'fill-mask', 'en', 'arxiv:2006.03654', 'arxiv:2111.09543', 'license:mit', 'endpoints_compatible', 'deploy:azure', 'region:us']",microsoft,deberta-v3-base,transformers,2022-03-02 23:29:05+00:00,mit,MIT,False,False,"['ru', 'ar', 'en', 'de']",144
airesearch/wav2vec2-large-xlsr-53-th,2030873,27,automatic-speech-recognition,2022-03-23 18:24:45+00:00,"['transformers', 'pytorch', 'wav2vec2', 'automatic-speech-recognition', 'audio', 'hf-asr-leaderboard', 'robust-speech-event', 'speech', 'xlsr-fine-tuning', 'th', 'dataset:common_voice', 'doi:10.57967/hf/0404', 'license:cc-by-sa-4.0', 'model-index', 'endpoints_compatible', 'region:us']",airesearch,wav2vec2-large-xlsr-53-th,transformers,2022-03-02 23:29:05+00:00,cc-by-sa-4.0,CC-BY,False,False,"['ar', 'en', 'de']",145
dropbox-dash/faster-whisper-large-v3-turbo,2006616,50,,2025-11-05 12:55:33+00:00,"['license:mit', 'region:us']",dropbox-dash,faster-whisper-large-v3-turbo,,2024-10-08 08:28:11+00:00,mit,MIT,False,False,['en'],146
Alibaba-NLP/gte-multilingual-base,1998005,336,sentence-similarity,2025-07-05 01:38:16+00:00,"['sentence-transformers', 'safetensors', 'new', 'feature-extraction', 'mteb', 'transformers', 'multilingual', 'sentence-similarity', 'text-embeddings-inference', 'custom_code', 'af', 'ar', 'az', 'be', 'bg', 'bn', 'ca', 'ceb', 'cs', 'cy', 'da', 'de', 'el', 'en', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'gl', 'gu', 'he', 'hi', 'hr', 'ht', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'jv', 'ka', 'kk', 'km', 'kn', 'ko', 'ky', 'lo', 'lt', 'lv', 'mk', 'ml', 'mn', 'mr', 'ms', 'my', 'ne', 'nl', 'no', 'pa', 'pl', 'pt', 'qu', 'ro', 'ru', 'si', 'sk', 'sl', 'so', 'sq', 'sr', 'sv', 'sw', 'ta', 'te', 'th', 'tl', 'tr', 'uk', 'ur', 'vi', 'yo', 'zh', 'arxiv:2407.19669', 'arxiv:2210.09984', 'arxiv:2402.03216', 'arxiv:2007.15207', 'arxiv:2104.08663', 'arxiv:2402.07440', 'license:apache-2.0', 'model-index', 'endpoints_compatible', 'deploy:azure', 'region:us']",Alibaba-NLP,gte-multilingual-base,sentence-transformers,2024-07-20 08:37:28+00:00,apache-2.0,Apache 2.0,True,False,"['ru', 'zh', 'ja', 'pt', 'de', 'ko', 'en', 'es', 'ar', 'fr']",147
jonatasgrosman/wav2vec2-large-xlsr-53-polish,1970083,11,automatic-speech-recognition,2022-12-14 01:57:56+00:00,"['transformers', 'pytorch', 'jax', 'wav2vec2', 'automatic-speech-recognition', 'audio', 'hf-asr-leaderboard', 'mozilla-foundation/common_voice_6_0', 'pl', 'robust-speech-event', 'speech', 'xlsr-fine-tuning-week', 'dataset:common_voice', 'dataset:mozilla-foundation/common_voice_6_0', 'doi:10.57967/hf/3574', 'license:apache-2.0', 'model-index', 'endpoints_compatible', 'deploy:azure', 'region:us']",jonatasgrosman,wav2vec2-large-xlsr-53-polish,transformers,2022-03-02 23:29:05+00:00,apache-2.0,Apache 2.0,False,False,"['ar', 'en', 'ja', 'de']",148
microsoft/table-transformer-structure-recognition,1952573,205,object-detection,2023-09-06 14:50:49+00:00,"['transformers', 'pytorch', 'safetensors', 'table-transformer', 'object-detection', 'arxiv:2110.00061', 'license:mit', 'endpoints_compatible', 'deploy:azure', 'region:us']",microsoft,table-transformer-structure-recognition,transformers,2022-10-14 09:19:57+00:00,mit,MIT,False,False,"['ar', 'en', 'de']",149
microsoft/Phi-3-mini-4k-instruct,1937996,1345,text-generation,2025-12-10 20:22:18+00:00,"['transformers', 'safetensors', 'phi3', 'text-generation', 'nlp', 'code', 'conversational', 'custom_code', 'en', 'fr', 'license:mit', 'text-generation-inference', 'endpoints_compatible', 'region:us']",microsoft,Phi-3-mini-4k-instruct,transformers,2024-04-22 16:18:17+00:00,mit,MIT,False,False,"['en', 'de', 'fr']",150
dslim/bert-base-NER,1924713,677,token-classification,2024-10-08 07:51:39+00:00,"['transformers', 'pytorch', 'tf', 'jax', 'onnx', 'safetensors', 'bert', 'token-classification', 'en', 'dataset:conll2003', 'arxiv:1810.04805', 'license:mit', 'model-index', 'autotrain_compatible', 'endpoints_compatible', 'region:us', 'deploy:azure']",dslim,bert-base-NER,transformers,2022-03-02 23:29:05+00:00,mit,MIT,False,False,"['ar', 'en', 'ja', 'de']",151
E-MIMIC/inclusively-reformulation-it5,1922684,2,,2025-06-25 11:16:45+00:00,"['transformers', 'pytorch', 'safetensors', 't5', 'text2text-generation', 'license:cc-by-nc-sa-4.0', 'text-generation-inference', 'endpoints_compatible', 'region:us']",E-MIMIC,inclusively-reformulation-it5,transformers,2023-06-23 15:06:30+00:00,cc-by-nc-sa-4.0,CC-BY,False,False,['en'],152
kmack/malicious-url-detection,1912874,1,text-classification,2024-04-26 06:33:48+00:00,"['transformers', 'safetensors', 'distilbert', 'text-classification', 'bert', 'en', 'dataset:kmack/Phishing_urls', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",kmack,malicious-url-detection,transformers,2024-04-23 23:57:02+00:00,apache-2.0,Apache 2.0,False,False,['en'],153
Qwen/Qwen2-VL-2B-Instruct,1871626,473,image-text-to-text,2025-01-12 01:59:29+00:00,"['transformers', 'safetensors', 'qwen2_vl', 'image-to-text', 'multimodal', 'image-text-to-text', 'conversational', 'en', 'arxiv:2409.12191', 'arxiv:2308.12966', 'base_model:Qwen/Qwen2-VL-2B', 'base_model:finetune:Qwen/Qwen2-VL-2B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",Qwen,Qwen2-VL-2B-Instruct,transformers,2024-08-28 09:02:15+00:00,apache-2.0,Apache 2.0,False,False,"['ar', 'en', 'de']",154
facebook/esmfold_v1,1865628,45,,2023-03-22 17:39:28+00:00,"['transformers', 'pytorch', 'esm', 'license:mit', 'endpoints_compatible', 'region:us']",facebook,esmfold_v1,transformers,2022-11-01 18:24:14+00:00,mit,MIT,False,False,"['es', 'en']",155
facebook/esm2_t33_650M_UR50D,1851238,62,fill-mask,2023-03-21 15:05:12+00:00,"['transformers', 'pytorch', 'tf', 'safetensors', 'esm', 'fill-mask', 'license:mit', 'autotrain_compatible', 'endpoints_compatible', 'region:us', 'deploy:azure']",facebook,esm2_t33_650M_UR50D,transformers,2022-09-27 14:36:16+00:00,mit,MIT,False,False,"['es', 'en', 'de']",156
google/vit-base-patch16-224-in21k,1851115,383,image-feature-extraction,2024-02-05 16:37:39+00:00,"['transformers', 'pytorch', 'tf', 'jax', 'safetensors', 'vit', 'image-feature-extraction', 'vision', 'dataset:imagenet-21k', 'arxiv:2010.11929', 'arxiv:2006.03677', 'license:apache-2.0', 'region:us']",google,vit-base-patch16-224-in21k,transformers,2022-03-02 23:29:05+00:00,apache-2.0,Apache 2.0,False,False,"['ar', 'en', 'ja']",157
facebook/wav2vec2-base-960h,1845585,383,automatic-speech-recognition,2022-11-14 21:37:23+00:00,"['transformers', 'pytorch', 'tf', 'safetensors', 'wav2vec2', 'automatic-speech-recognition', 'audio', 'hf-asr-leaderboard', 'en', 'dataset:librispeech_asr', 'arxiv:2006.11477', 'license:apache-2.0', 'model-index', 'endpoints_compatible', 'deploy:azure', 'region:us']",facebook,wav2vec2-base-960h,transformers,2022-03-02 23:29:05+00:00,apache-2.0,Apache 2.0,False,False,"['ar', 'en', 'de']",158
TinyLlama/TinyLlama-1.1B-Chat-v1.0,1824132,1478,text-generation,2024-03-17 05:07:08+00:00,"['transformers', 'safetensors', 'llama', 'text-generation', 'conversational', 'en', 'dataset:cerebras/SlimPajama-627B', 'dataset:bigcode/starcoderdata', 'dataset:HuggingFaceH4/ultrachat_200k', 'dataset:HuggingFaceH4/ultrafeedback_binarized', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",TinyLlama,TinyLlama-1.1B-Chat-v1.0,transformers,2023-12-30 06:27:30+00:00,apache-2.0,Apache 2.0,False,False,"['ar', 'en', 'ja', 'de']",159
facebook/dinov2-small,1807328,51,image-feature-extraction,2023-09-06 11:24:10+00:00,"['transformers', 'pytorch', 'safetensors', 'dinov2', 'image-feature-extraction', 'dino', 'vision', 'arxiv:2304.07193', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",facebook,dinov2-small,transformers,2023-07-31 16:53:09+00:00,apache-2.0,Apache 2.0,False,False,"['ar', 'en']",160
unslothai/1,1803174,1,feature-extraction,2024-07-14 03:07:01+00:00,"['transformers', 'safetensors', 'llama', 'feature-extraction', 'text-generation-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",unslothai,1,transformers,2024-07-14 03:05:31+00:00,unknown,Unknown,False,False,"['en', 'de']",161
Comfy-Org/Qwen-Image_ComfyUI,1800274,272,,2025-08-06 06:18:04+00:00,"['diffusion-single-file', 'comfyui', 'license:apache-2.0', 'region:us']",Comfy-Org,Qwen-Image_ComfyUI,diffusion-single-file,2025-08-05 02:44:50+00:00,apache-2.0,Apache 2.0,False,False,['en'],162
Intel/zoedepth-nyu-kitti,1795766,11,depth-estimation,2024-05-20 15:06:27+00:00,"['transformers', 'safetensors', 'zoedepth', 'depth-estimation', 'vision', 'arxiv:2302.12288', 'license:mit', 'endpoints_compatible', 'region:us']",Intel,zoedepth-nyu-kitti,transformers,2024-04-30 20:22:35+00:00,mit,MIT,False,False,"['pt', 'de', 'en', 'es', 'ar']",163
meta-llama/Llama-3.2-3B-Instruct,1791580,1865,text-generation,2024-10-24 15:07:29+00:00,"['transformers', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'pytorch', 'llama-3', 'conversational', 'en', 'de', 'fr', 'it', 'pt', 'hi', 'es', 'th', 'arxiv:2204.05149', 'arxiv:2405.16406', 'license:llama3.2', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",meta-llama,Llama-3.2-3B-Instruct,transformers,2024-09-18 15:19:20+00:00,llama3.2,Llama3.2,False,False,"['pt', 'de', 'en', 'es', 'ar', 'fr']",164
dbmdz/bert-large-cased-finetuned-conll03-english,1778801,92,token-classification,2023-09-06 22:17:56+00:00,"['transformers', 'pytorch', 'tf', 'jax', 'rust', 'safetensors', 'bert', 'token-classification', 'endpoints_compatible', 'deploy:azure', 'region:us']",dbmdz,bert-large-cased-finetuned-conll03-english,transformers,2022-03-02 23:29:05+00:00,unknown,Unknown,False,False,"['ru', 'en', 'ja', 'de']",165
facebook/dinov2-base,1775876,161,image-feature-extraction,2024-01-17 08:27:01+00:00,"['transformers', 'pytorch', 'safetensors', 'dinov2', 'image-feature-extraction', 'dino', 'vision', 'arxiv:2304.07193', 'license:apache-2.0', 'region:us']",facebook,dinov2-base,transformers,2023-07-17 16:44:29+00:00,apache-2.0,Apache 2.0,False,False,"['ar', 'en']",166
laion/larger_clap_general,1770046,47,feature-extraction,2023-10-31 19:56:46+00:00,"['transformers', 'pytorch', 'clap', 'feature-extraction', 'arxiv:2211.06687', 'license:apache-2.0', 'endpoints_compatible', 'deploy:azure', 'region:us']",laion,larger_clap_general,transformers,2023-10-30 18:17:08+00:00,apache-2.0,Apache 2.0,False,False,"['ar', 'en', 'de']",167
pyannote/segmentation,1768411,659,voice-activity-detection,2024-05-10 19:38:44+00:00,"['pyannote-audio', 'pytorch', 'pyannote', 'pyannote-audio-model', 'audio', 'voice', 'speech', 'speaker', 'speaker-segmentation', 'voice-activity-detection', 'overlapped-speech-detection', 'resegmentation', 'arxiv:2104.04045', 'license:mit', 'region:us']",pyannote,segmentation,pyannote-audio,2022-03-02 23:29:05+00:00,mit,MIT,False,False,"['es', 'ar', 'en', 'de']",168
vikhyatk/moondream2,1761434,1349,image-text-to-text,2025-09-23 01:22:59+00:00,"['transformers', 'safetensors', 'moondream1', 'text-generation', 'image-text-to-text', 'custom_code', 'doi:10.57967/hf/6762', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",vikhyatk,moondream2,transformers,2024-03-04 18:03:06+00:00,apache-2.0,Apache 2.0,False,False,"['en', 'de']",169
intfloat/multilingual-e5-base,1736774,317,sentence-similarity,2025-02-17 03:23:43+00:00,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'openvino', 'xlm-roberta', 'mteb', 'Sentence Transformers', 'sentence-similarity', 'multilingual', 'af', 'am', 'ar', 'as', 'az', 'be', 'bg', 'bn', 'br', 'bs', 'ca', 'cs', 'cy', 'da', 'de', 'el', 'en', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'fy', 'ga', 'gd', 'gl', 'gu', 'ha', 'he', 'hi', 'hr', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'jv', 'ka', 'kk', 'km', 'kn', 'ko', 'ku', 'ky', 'la', 'lo', 'lt', 'lv', 'mg', 'mk', 'ml', 'mn', 'mr', 'ms', 'my', 'ne', 'nl', 'no', 'om', 'or', 'pa', 'pl', 'ps', 'pt', 'ro', 'ru', 'sa', 'sd', 'si', 'sk', 'sl', 'so', 'sq', 'sr', 'su', 'sv', 'sw', 'ta', 'te', 'th', 'tl', 'tr', 'ug', 'uk', 'ur', 'uz', 'vi', 'xh', 'yi', 'zh', 'arxiv:2402.05672', 'arxiv:2108.08787', 'arxiv:2104.08663', 'arxiv:2210.07316', 'license:mit', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",intfloat,multilingual-e5-base,sentence-transformers,2023-05-19 10:26:40+00:00,mit,MIT,True,False,"['ru', 'zh', 'ja', 'pt', 'de', 'ko', 'en', 'es', 'ar', 'fr']",170
CIDAS/clipseg-rd64-refined,1729924,135,image-segmentation,2024-12-11 09:46:10+00:00,"['transformers', 'pytorch', 'safetensors', 'clipseg', 'vision', 'image-segmentation', 'arxiv:2112.10003', 'license:apache-2.0', 'region:us']",CIDAS,clipseg-rd64-refined,transformers,2022-11-01 14:25:57+00:00,apache-2.0,Apache 2.0,False,False,"['ar', 'en']",171
bigscience/bloomz-560m,1672854,131,text-generation,2023-05-27 17:27:11+00:00,"['transformers', 'pytorch', 'tensorboard', 'safetensors', 'bloom', 'text-generation', 'ak', 'ar', 'as', 'bm', 'bn', 'ca', 'code', 'en', 'es', 'eu', 'fon', 'fr', 'gu', 'hi', 'id', 'ig', 'ki', 'kn', 'lg', 'ln', 'ml', 'mr', 'ne', 'nso', 'ny', 'or', 'pa', 'pt', 'rn', 'rw', 'sn', 'st', 'sw', 'ta', 'te', 'tn', 'ts', 'tum', 'tw', 'ur', 'vi', 'wo', 'xh', 'yo', 'zh', 'zu', 'dataset:bigscience/xP3', 'arxiv:2211.01786', 'license:bigscience-bloom-rail-1.0', 'model-index', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",bigscience,bloomz-560m,transformers,2022-10-08 16:14:42+00:00,bigscience-bloom-rail-1.0,Bigscience-Bloom-Rail-1.0,False,False,"['zh', 'pt', 'de', 'en', 'es', 'ar', 'fr']",172
speechbrain/spkrec-ecapa-voxceleb,1636486,285,,2025-02-18 12:29:58+00:00,"['speechbrain', 'embeddings', 'Speaker', 'Verification', 'Identification', 'pytorch', 'ECAPA', 'TDNN', 'en', 'dataset:voxceleb', 'arxiv:2106.04624', 'license:apache-2.0', 'region:us']",speechbrain,spkrec-ecapa-voxceleb,speechbrain,2022-03-02 23:29:05+00:00,apache-2.0,Apache 2.0,False,False,"['ar', 'en', 'de']",173
distilbert/distilroberta-base,1623321,168,fill-mask,2024-02-19 11:09:58+00:00,"['transformers', 'pytorch', 'tf', 'jax', 'rust', 'safetensors', 'roberta', 'fill-mask', 'exbert', 'en', 'dataset:openwebtext', 'arxiv:1910.01108', 'arxiv:1910.09700', 'license:apache-2.0', 'endpoints_compatible', 'deploy:azure', 'region:us']",distilbert,distilroberta-base,transformers,2022-03-02 23:29:04+00:00,apache-2.0,Apache 2.0,False,False,"['ru', 'ja', 'de', 'en', 'ar']",174
petals-team/StableBeluga2,1602873,20,text-generation,2023-08-23 18:00:41+00:00,"['transformers', 'safetensors', 'llama', 'text-generation', 'en', 'dataset:conceptofmind/cot_submix_original', 'dataset:conceptofmind/flan2021_submix_original', 'dataset:conceptofmind/t0_submix_original', 'dataset:conceptofmind/niv2_submix_original', 'arxiv:2307.09288', 'arxiv:2306.02707', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",petals-team,StableBeluga2,transformers,2023-08-12 22:04:01+00:00,unknown,Unknown,False,False,"['ar', 'en', 'pt', 'de']",175
facebook/detr-resnet-50,1595153,913,object-detection,2024-04-10 13:56:31+00:00,"['transformers', 'pytorch', 'safetensors', 'detr', 'object-detection', 'vision', 'dataset:coco', 'arxiv:2005.12872', 'license:apache-2.0', 'endpoints_compatible', 'region:us', 'deploy:azure']",facebook,detr-resnet-50,transformers,2022-03-02 23:29:05+00:00,apache-2.0,Apache 2.0,False,False,"['ar', 'en', 'de']",176
allenai/longformer-base-4096,1591072,217,,2023-04-05 18:24:00+00:00,"['transformers', 'pytorch', 'tf', 'rust', 'longformer', 'en', 'arxiv:2004.05150', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",allenai,longformer-base-4096,transformers,2022-03-02 23:29:05+00:00,apache-2.0,Apache 2.0,False,False,"['ru', 'ar', 'en']",177
diff-interpretation-tuning/loras,1586089,1,,2025-10-25 16:07:59+00:00,"['diff-interpretation-tuning', 'dataset:diff-interpretation-tuning/finetuning-data', 'arxiv:2510.05092', 'base_model:Qwen/Qwen3-4B', 'base_model:adapter:Qwen/Qwen3-4B', 'license:mit', 'region:us']",diff-interpretation-tuning,loras,diff-interpretation-tuning,2025-09-03 01:15:50+00:00,mit,MIT,False,False,"['ar', 'pt', 'en', 'de']",178
laion/CLIP-ViT-B-32-laion2B-s34B-b79K,1559403,134,zero-shot-image-classification,2025-01-22 04:41:33+00:00,"['open_clip', 'pytorch', 'safetensors', 'clip', 'zero-shot-image-classification', 'arxiv:1910.04867', 'license:mit', 'region:us']",laion,CLIP-ViT-B-32-laion2B-s34B-b79K,open_clip,2022-09-14 22:49:28+00:00,mit,MIT,False,False,"['ar', 'en']",179
facebook/bart-base,1557470,202,feature-extraction,2022-11-16 23:23:10+00:00,"['transformers', 'pytorch', 'tf', 'jax', 'safetensors', 'bart', 'feature-extraction', 'en', 'arxiv:1910.13461', 'license:apache-2.0', 'endpoints_compatible', 'region:us', 'deploy:azure']",facebook,bart-base,transformers,2022-03-02 23:29:05+00:00,apache-2.0,Apache 2.0,False,False,"['ar', 'en', 'ja', 'de']",180
oliverguhr/fullstop-punctuation-multilang-large,1553442,172,token-classification,2023-11-16 09:35:35+00:00,"['transformers', 'pytorch', 'tf', 'onnx', 'safetensors', 'xlm-roberta', 'token-classification', 'punctuation prediction', 'punctuation', 'en', 'de', 'fr', 'it', 'multilingual', 'dataset:wmt/europarl', 'license:mit', 'autotrain_compatible', 'endpoints_compatible', 'region:us', 'deploy:azure']",oliverguhr,fullstop-punctuation-multilang-large,transformers,2022-03-02 23:29:05+00:00,mit,MIT,True,False,"['ar', 'en', 'de', 'fr']",181
google/gemma-3-27b-it,1549103,1732,image-text-to-text,2025-03-21 20:29:02+00:00,"['transformers', 'safetensors', 'gemma3', 'any-to-any', 'image-text-to-text', 'conversational', 'arxiv:1905.07830', 'arxiv:1905.10044', 'arxiv:1911.11641', 'arxiv:1904.09728', 'arxiv:1705.03551', 'arxiv:1911.01547', 'arxiv:1907.10641', 'arxiv:1903.00161', 'arxiv:2009.03300', 'arxiv:2304.06364', 'arxiv:2103.03874', 'arxiv:2110.14168', 'arxiv:2311.12022', 'arxiv:2108.07732', 'arxiv:2107.03374', 'arxiv:2210.03057', 'arxiv:2106.03193', 'arxiv:1910.11856', 'arxiv:2502.12404', 'arxiv:2502.21228', 'arxiv:2404.16816', 'arxiv:2104.12756', 'arxiv:2311.16502', 'arxiv:2203.10244', 'arxiv:2404.12390', 'arxiv:1810.12440', 'arxiv:1908.02660', 'arxiv:2312.11805', 'base_model:google/gemma-3-27b-pt', 'base_model:finetune:google/gemma-3-27b-pt', 'license:gemma', 'text-generation-inference', 'endpoints_compatible', 'region:us']",google,gemma-3-27b-it,transformers,2025-03-01 19:10:19+00:00,gemma,Gemma,False,False,"['ar', 'en', 'pt', 'de']",182
apple/mobilevit-small,1532816,82,image-classification,2025-02-24 21:25:21+00:00,"['transformers', 'pytorch', 'tf', 'coreml', 'mobilevit', 'image-classification', 'vision', 'dataset:imagenet-1k', 'arxiv:2110.02178', 'license:other', 'endpoints_compatible', 'region:us']",apple,mobilevit-small,transformers,2022-05-30 12:43:23+00:00,other,Other,False,False,"['ar', 'en']",183
google/gemma-3-12b-it,1525577,587,image-text-to-text,2025-03-21 20:28:56+00:00,"['transformers', 'safetensors', 'gemma3', 'any-to-any', 'image-text-to-text', 'conversational', 'arxiv:1905.07830', 'arxiv:1905.10044', 'arxiv:1911.11641', 'arxiv:1904.09728', 'arxiv:1705.03551', 'arxiv:1911.01547', 'arxiv:1907.10641', 'arxiv:1903.00161', 'arxiv:2009.03300', 'arxiv:2304.06364', 'arxiv:2103.03874', 'arxiv:2110.14168', 'arxiv:2311.12022', 'arxiv:2108.07732', 'arxiv:2107.03374', 'arxiv:2210.03057', 'arxiv:2106.03193', 'arxiv:1910.11856', 'arxiv:2502.12404', 'arxiv:2502.21228', 'arxiv:2404.16816', 'arxiv:2104.12756', 'arxiv:2311.16502', 'arxiv:2203.10244', 'arxiv:2404.12390', 'arxiv:1810.12440', 'arxiv:1908.02660', 'arxiv:2312.11805', 'base_model:google/gemma-3-12b-pt', 'base_model:finetune:google/gemma-3-12b-pt', 'license:gemma', 'text-generation-inference', 'endpoints_compatible', 'region:us']",google,gemma-3-12b-it,transformers,2025-03-01 19:11:34+00:00,gemma,Gemma,False,False,"['ar', 'en', 'pt', 'de']",184
Qwen/Qwen2-VL-7B-Instruct,1512404,1246,image-text-to-text,2025-02-06 05:18:08+00:00,"['transformers', 'safetensors', 'qwen2_vl', 'image-to-text', 'multimodal', 'image-text-to-text', 'conversational', 'en', 'arxiv:2409.12191', 'arxiv:2308.12966', 'base_model:Qwen/Qwen2-VL-7B', 'base_model:finetune:Qwen/Qwen2-VL-7B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",Qwen,Qwen2-VL-7B-Instruct,transformers,2024-08-28 09:03:13+00:00,apache-2.0,Apache 2.0,False,False,"['ar', 'en', 'de']",185
intfloat/e5-base-v2,1511013,143,sentence-similarity,2025-02-17 03:25:40+00:00,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'openvino', 'bert', 'mteb', 'Sentence Transformers', 'sentence-similarity', 'en', 'arxiv:2212.03533', 'arxiv:2104.08663', 'arxiv:2210.07316', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",intfloat,e5-base-v2,sentence-transformers,2023-05-19 07:21:14+00:00,mit,MIT,False,False,"['ar', 'en', 'de']",186
timm/convnextv2_nano.fcmae_ft_in22k_in1k,1501137,3,image-classification,2025-01-21 21:16:04+00:00,"['timm', 'pytorch', 'safetensors', 'image-classification', 'transformers', 'dataset:imagenet-1k', 'arxiv:2301.00808', 'license:cc-by-nc-4.0', 'region:us']",timm,convnextv2_nano.fcmae_ft_in22k_in1k,timm,2023-01-05 01:55:39+00:00,cc-by-nc-4.0,CC-BY,False,False,"['ar', 'en']",187
